Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"bench/./parrows-sudoku-parmap-eden sudoku17.16000.txt +RTS -N16",10.486543543559327,10.433864244224266,10.519411172180613,4.964737673644949e-2,0.0,5.6928402696374614e-2
"bench/./parrows-sudoku-parmap-eden sudoku17.16000.txt +RTS -N8",16.361390117788826,16.240259484352304,16.470673795873168,0.17990492315474482,0.0,0.18928488288008183
"bench/./parrows-sudoku-parmap-eden sudoku17.16000.txt +RTS -N4",27.185354608757972,27.10801393304102,27.23305759534384,7.225291535680918e-2,0.0,8.262399643949836e-2
"bench/./parrows-sudoku-parmap-eden sudoku17.16000.txt +RTS -N2",47.38392155971909,47.373548962623694,47.3921598295054,1.2826684444914402e-2,0.0,1.4269101836350315e-2
"bench/./parrows-sudoku-parmap-eden sudoku17.16000.txt +RTS -N1",95.00539018754448,94.97309267704793,95.02293976890651,2.8284407584657126e-2,1.7404671430534633e-14,3.0396766570637786e-2
"bench/./parrows-sudoku-parmap-mult sudoku17.16000.txt +RTS -N16",70.80935169314047,70.33237418856552,71.10513393743315,0.4474075915071815,0.0,0.5123098750916569
"bench/./parrows-sudoku-parmap-mult sudoku17.16000.txt +RTS -N8",69.67303068234806,69.48216624369333,69.77542150343594,0.1666064965821901,0.0,0.17734610435288678
"bench/./parrows-sudoku-parmap-mult sudoku17.16000.txt +RTS -N4",73.01040097256204,72.84587874960235,73.13371641362005,0.18833425917689042,0.0,0.21358860927023254
"bench/./parrows-sudoku-parmap-mult sudoku17.16000.txt +RTS -N2",82.29237303626736,81.87361596848896,82.64520468177193,0.5627852773926554,0.0,0.6111223365320302
"bench/./parrows-sudoku-parmap-mult sudoku17.16000.txt +RTS -N1",95.00539018754448,94.97309267704793,95.02293976890651,2.8284407584657126e-2,1.7404671430534633e-14,3.0396766570637786e-2
"bench/./parrows-sudoku-parmap-par sudoku17.16000.txt +RTS -N16",10.920748326849951,10.878263949703266,10.951144278485438,4.5910936931601455e-2,0.0,5.2647332577072284e-2
"bench/./parrows-sudoku-parmap-par sudoku17.16000.txt +RTS -N8",16.428890233574986,16.396994833500276,16.450405101578525,3.2278903976397245e-2,0.0,3.726484450026356e-2
"bench/./parrows-sudoku-parmap-par sudoku17.16000.txt +RTS -N4",28.057498598290334,28.011127911955935,28.101077759921157,7.318367917158033e-2,4.351167857633658e-15,7.548132209584889e-2
"bench/./parrows-sudoku-parmap-par sudoku17.16000.txt +RTS -N2",50.858691079568054,50.796474545227134,50.941243777499416,7.449632417347742e-2,0.0,8.358255522278132e-2
"bench/./parrows-sudoku-parmap-par sudoku17.16000.txt +RTS -N1",95.00539018754448,94.97309267704793,95.02293976890651,2.8284407584657126e-2,1.7404671430534633e-14,3.0396766570637786e-2
"bench/./multicore-sudoku sudoku17.16000.txt +RTS -N16",71.2082384036493,70.6929197204121,71.45718535487994,0.4470438017537463,0.0,0.4613693735354854
"bench/./multicore-sudoku sudoku17.16000.txt +RTS -N8",70.03856663956941,69.97887663494876,70.06971607147136,5.1840971419772404e-2,0.0,5.3952398681078866e-2
"bench/./multicore-sudoku sudoku17.16000.txt +RTS -N4",72.64034991569106,72.06814480476244,73.01763179352814,0.5660274164603903,0.0,0.6534713811887964
"bench/./multicore-sudoku sudoku17.16000.txt +RTS -N2",82.66053717027225,82.51949272953136,82.76699787495136,0.16292428483062213,0.0,0.18439534951380107
"bench/./multicore-sudoku sudoku17.16000.txt +RTS -N1",95.00539018754448,94.97309267704793,95.02293976890651,2.8284407584657126e-2,1.7404671430534633e-14,3.0396766570637786e-2
"bench/./eden-sudoku sudoku17.16000.txt +RTS -N16",10.750667138154654,10.708905264251745,10.779586100298284,4.346871547242547e-2,0.0,5.008911173493267e-2
"bench/./eden-sudoku sudoku17.16000.txt +RTS -N8",16.548394789427864,16.526315846928277,16.56294039540947,2.1823075018053473e-2,0.0,2.519372858701776e-2
"bench/./eden-sudoku sudoku17.16000.txt +RTS -N4",27.807318636759632,27.73236661339908,27.852243101970714,6.864888560192113e-2,0.0,7.781145624845258e-2
"bench/./eden-sudoku sudoku17.16000.txt +RTS -N2",48.8142342152748,48.770524566026175,48.83292767682928,3.902368545143999e-2,0.0,4.332930809795776e-2
"bench/./eden-sudoku sudoku17.16000.txt +RTS -N1",95.00539018754448,94.97309267704793,95.02293976890651,2.8284407584657126e-2,1.7404671430534633e-14,3.0396766570637786e-2
